llm,model,version,run,filename,pylint_score,syntax_ok,imports_ratio,lines_of_code,execution_success,execution_time,filepath
GROK,grok-4-1-fast-reasoning,v3,5,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_031756.py,0.0,True,0.5,79,True,38.96157646179199,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_031756.py
CLAUDE,claude-sonnet-4-6,v1,5,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_023422.py,8.3,True,0.5,167,True,18.5702805519104,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_023422.py
CLAUDE,claude-sonnet-4-6,v1,5,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_023456.py,8.6,True,0.5,162,True,19.32345414161682,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_023456.py
CLAUDE,claude-sonnet-4-6,v2,5,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_025619.py,9.5,True,0.5,184,True,18.34810256958008,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_025619.py
CLAUDE,claude-sonnet-4-6,v2,5,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_025653.py,8.91,True,0.5,170,True,18.293287992477417,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_025653.py
CLAUDE,claude-sonnet-4-6,v3,5,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_031828.py,7.2,True,0.5,182,True,85.375328540802,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_031828.py
CLAUDE,claude-sonnet-4-6,v3,5,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_031900.py,6.89,True,0.5,165,True,86.36821866035461,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_5/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_031900.py
GPT,gpt-4o,v1,6,v1_base_cnn_gpt-4o_gpt_run1_20260705_042858.py,7.25,True,0.5,120,True,15.69570279121399,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_042858.py
GPT,gpt-4o,v1,6,v1_base_cnn_gpt-4o_gpt_run2_20260705_042905.py,9.17,True,0.5,111,True,14.452388048171995,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_042905.py
GPT,gpt-4o,v2,6,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_045101.py,8.61,True,0.5,112,True,20.08408498764038,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_045101.py
GPT,gpt-4o,v2,6,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_045107.py,8.35,True,0.5,105,True,14.119937896728516,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_045107.py
GPT,gpt-4o,v3,6,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_051256.py,0.0,True,0.5,68,False,38.866153717041016,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_051256.py
GPT,gpt-4o,v3,6,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_051301.py,0.0,True,0.5,80,True,36.4671950340271,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_051301.py
GROK,grok-4-1-fast-reasoning,v1,6,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_042924.py,8.52,True,0.5,134,True,16.001081466674805,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_042924.py
GROK,grok-4-1-fast-reasoning,v1,6,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_042942.py,9.08,True,0.5,131,True,16.527372360229492,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_042942.py
GROK,grok-4-1-fast-reasoning,v2,6,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_045116.py,7.71,True,0.5,149,True,15.038527727127075,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_045116.py
GROK,grok-4-1-fast-reasoning,v2,6,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_045125.py,8.39,True,0.5,149,True,16.38904356956482,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_045125.py
GROK,grok-4-1-fast-reasoning,v3,6,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_051313.py,0.0,True,0.5,98,True,45.43423938751221,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_051313.py
GROK,grok-4-1-fast-reasoning,v3,6,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_051322.py,0.0,True,0.5,79,True,39.1004364490509,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_051322.py
CLAUDE,claude-sonnet-4-6,v1,6,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_043016.py,8.53,True,0.75,180,True,18.441993951797485,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_043016.py
CLAUDE,claude-sonnet-4-6,v1,6,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_043050.py,9.55,True,0.5,167,True,18.57223653793335,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_043050.py
CLAUDE,claude-sonnet-4-6,v2,6,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_045204.py,9.12,True,0.5,171,True,18.528613090515137,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_045204.py
CLAUDE,claude-sonnet-4-6,v2,6,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_045240.py,8.83,True,0.5,173,True,18.997809886932373,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_045240.py
CLAUDE,claude-sonnet-4-6,v3,6,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_051353.py,7.18,True,0.5,181,True,86.228107213974,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_051353.py
CLAUDE,claude-sonnet-4-6,v3,6,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_051430.py,7.56,True,0.5,191,True,89.36502599716187,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_6/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_051430.py
GPT,gpt-4o,v1,7,v1_base_cnn_gpt-4o_gpt_run1_20260705_062456.py,9.23,True,0.5,104,True,15.582212924957275,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_062456.py
GPT,gpt-4o,v1,7,v1_base_cnn_gpt-4o_gpt_run2_20260705_062503.py,8.28,True,0.5,104,True,15.839618444442747,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_062503.py
GPT,gpt-4o,v2,7,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_064702.py,9.2,True,0.5,100,True,15.820635080337524,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_064702.py
GPT,gpt-4o,v2,7,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_064713.py,8.2,True,0.5,110,True,16.138455629348755,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_064713.py
GPT,gpt-4o,v3,7,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_070854.py,0.0,True,0.5,66,True,59.858489990234375,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_070854.py
GPT,gpt-4o,v3,7,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_070906.py,0.0,True,0.5,71,True,41.01829433441162,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_070906.py
GROK,grok-4-1-fast-reasoning,v1,7,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_062523.py,8.6,True,0.5,142,True,20.11976528167725,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_062523.py
GROK,grok-4-1-fast-reasoning,v1,7,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_062535.py,7.98,True,0.5,132,True,16.386139392852783,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_062535.py
GROK,grok-4-1-fast-reasoning,v2,7,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_064720.py,8.03,True,0.5,134,True,16.32866096496582,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_064720.py
GROK,grok-4-1-fast-reasoning,v2,7,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_064728.py,8.29,True,0.5,136,True,16.726508617401123,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_064728.py
GROK,grok-4-1-fast-reasoning,v3,7,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_070915.py,0.0,True,0.5,80,True,40.01446866989136,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_070915.py
GROK,grok-4-1-fast-reasoning,v3,7,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_070922.py,0.0,True,0.5,81,True,38.06657481193543,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_070922.py
CLAUDE,claude-sonnet-4-6,v1,7,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_062612.py,9.49,True,0.5,176,True,18.69083285331726,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_062612.py
CLAUDE,claude-sonnet-4-6,v1,7,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_062649.py,9.21,True,0.5,161,True,19.312403678894043,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_062649.py
CLAUDE,claude-sonnet-4-6,v2,7,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_064804.py,8.82,True,0.5,189,True,19.4101824760437,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_064804.py
CLAUDE,claude-sonnet-4-6,v2,7,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_064843.py,9.35,True,0.5,182,True,18.748679161071777,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_064843.py
CLAUDE,claude-sonnet-4-6,v3,7,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_070955.py,7.15,True,0.5,186,True,102.7837986946106,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_070955.py
CLAUDE,claude-sonnet-4-6,v3,7,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_071032.py,7.18,True,0.5,176,True,86.35089111328125,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_7/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_071032.py
GPT,gpt-4o,v1,8,v1_base_cnn_gpt-4o_gpt_run1_20260705_082424.py,8.0,True,0.5,94,True,14.84632682800293,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_082424.py
GPT,gpt-4o,v1,8,v1_base_cnn_gpt-4o_gpt_run2_20260705_082433.py,7.05,True,0.5,111,True,14.621562719345093,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_082433.py
GPT,gpt-4o,v2,8,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_084627.py,6.37,True,0.5,113,True,15.838433027267456,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_084627.py
GPT,gpt-4o,v2,8,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_084636.py,6.91,True,0.5,106,True,14.890002250671388,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_084636.py
GPT,gpt-4o,v3,8,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_090817.py,0.0,True,0.5,67,True,55.70605635643005,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_090817.py
GPT,gpt-4o,v3,8,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_090823.py,0.0,True,0.5,76,True,38.88542985916138,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_090823.py
GROK,grok-4-1-fast-reasoning,v1,8,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_082444.py,8.73,True,0.5,130,True,16.394474983215332,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_082444.py
GROK,grok-4-1-fast-reasoning,v1,8,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_082455.py,8.15,True,0.5,136,True,16.50371503829956,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_082455.py
GROK,grok-4-1-fast-reasoning,v2,8,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_084643.py,8.37,True,0.5,136,True,16.431800603866577,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_084643.py
GROK,grok-4-1-fast-reasoning,v2,8,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_084650.py,8.1,True,0.5,133,True,16.648152828216553,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_084650.py
GROK,grok-4-1-fast-reasoning,v3,8,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_090831.py,0.0,True,0.5,83,True,39.35139536857605,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_090831.py
GROK,grok-4-1-fast-reasoning,v3,8,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_090840.py,0.0,True,0.5,87,True,40.33282446861267,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_090840.py
CLAUDE,claude-sonnet-4-6,v1,8,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_082533.py,8.23,True,0.5,174,True,18.7635018825531,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_082533.py
CLAUDE,claude-sonnet-4-6,v1,8,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_082612.py,8.7,True,0.5,202,True,28.45466899871826,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_082612.py
CLAUDE,claude-sonnet-4-6,v2,8,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_084726.py,8.58,True,0.5,174,True,19.607166051864624,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_084726.py
CLAUDE,claude-sonnet-4-6,v2,8,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_084805.py,8.81,True,0.5,196,True,20.242101192474365,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_084805.py
CLAUDE,claude-sonnet-4-6,v3,8,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_090914.py,7.25,True,0.5,181,True,88.68542695045471,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_090914.py
CLAUDE,claude-sonnet-4-6,v3,8,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_090947.py,6.92,True,0.5,169,True,78.70285558700562,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_8/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_090947.py
GPT,gpt-4o,v1,9,v1_base_cnn_gpt-4o_gpt_run1_20260705_101453.py,8.48,True,0.5,101,True,15.801695585250854,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_101453.py
GPT,gpt-4o,v1,9,v1_base_cnn_gpt-4o_gpt_run2_20260705_101501.py,8.99,True,0.5,102,True,15.92832326889038,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_101501.py
GPT,gpt-4o,v2,9,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_103656.py,9.25,True,0.5,106,True,14.980111122131348,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_103656.py
GPT,gpt-4o,v2,9,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_103704.py,9.27,True,0.5,107,True,15.851311206817629,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_103704.py
GPT,gpt-4o,v3,9,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_105845.py,0.0,True,0.5,75,True,38.88509106636048,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_105845.py
GPT,gpt-4o,v3,9,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_105851.py,0.0,True,0.5,80,True,36.141188621521,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_105851.py
GROK,grok-4-1-fast-reasoning,v1,9,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_101518.py,8.39,True,0.5,138,True,15.835400819778442,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_101518.py
GROK,grok-4-1-fast-reasoning,v1,9,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_101533.py,7.92,True,0.5,158,True,18.37653660774231,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_101533.py
GROK,grok-4-1-fast-reasoning,v2,9,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_103711.py,8.32,True,0.5,137,True,15.667916297912598,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_103711.py
GROK,grok-4-1-fast-reasoning,v2,9,v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_103721.py,7.74,True,0.5,118,True,16.670151233673096,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v2_pytorch_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_103721.py
GROK,grok-4-1-fast-reasoning,v3,9,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_105902.py,0.0,True,0.5,79,True,38.51471924781799,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_105902.py
GROK,grok-4-1-fast-reasoning,v3,9,v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_105913.py,0.0,True,0.5,80,True,37.6412136554718,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/grok/v3_tensorflow_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_105913.py
CLAUDE,claude-sonnet-4-6,v1,9,v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_101608.py,8.81,True,0.5,165,True,18.31452775001526,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v1_base_cnn_claude-sonnet-4-6_claude_run1_20260705_101608.py
CLAUDE,claude-sonnet-4-6,v1,9,v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_101643.py,9.01,True,0.5,186,True,19.06710147857666,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v1_base_cnn_claude-sonnet-4-6_claude_run2_20260705_101643.py
CLAUDE,claude-sonnet-4-6,v2,9,v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_103756.py,9.26,True,0.5,164,True,18.68879270553589,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run1_20260705_103756.py
CLAUDE,claude-sonnet-4-6,v2,9,v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_103834.py,8.47,True,0.5,168,True,17.018524408340454,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v2_pytorch_cnn_claude-sonnet-4-6_claude_run2_20260705_103834.py
CLAUDE,claude-sonnet-4-6,v3,9,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_105945.py,7.18,True,0.5,192,True,154.25842595100403,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run1_20260705_105945.py
CLAUDE,claude-sonnet-4-6,v3,9,v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_110019.py,7.19,True,0.5,177,True,85.07391738891602,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_9/claude/v3_tensorflow_cnn_claude-sonnet-4-6_claude_run2_20260705_110019.py
GPT,gpt-4o,v1,10,v1_base_cnn_gpt-4o_gpt_run1_20260705_122730.py,8.39,True,0.5,109,True,14.234786987304688,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v1_base_cnn_gpt-4o_gpt_run1_20260705_122730.py
GPT,gpt-4o,v1,10,v1_base_cnn_gpt-4o_gpt_run2_20260705_122744.py,8.82,True,0.5,106,True,14.435724258422852,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v1_base_cnn_gpt-4o_gpt_run2_20260705_122744.py
GPT,gpt-4o,v2,10,v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_124936.py,7.06,True,0.5,113,True,15.017601251602173,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v2_pytorch_cnn_gpt-4o_gpt_run1_20260705_124936.py
GPT,gpt-4o,v2,10,v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_124944.py,9.23,True,0.5,104,True,15.377380132675173,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v2_pytorch_cnn_gpt-4o_gpt_run2_20260705_124944.py
GPT,gpt-4o,v3,10,v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_131131.py,1.21,True,0.5,77,True,37.51368808746338,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run1_20260705_131131.py
GPT,gpt-4o,v3,10,v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_131137.py,0.0,True,0.5,73,True,40.91300678253174,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/gpt/v3_tensorflow_cnn_gpt-4o_gpt_run2_20260705_131137.py
GROK,grok-4-1-fast-reasoning,v1,10,v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_122757.py,8.16,True,0.5,127,True,15.812469482421877,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run1_20260705_122757.py
GROK,grok-4-1-fast-reasoning,v1,10,v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_122809.py,8.31,True,0.5,136,True,16.233628273010254,/content/drive/MyDrive/LeLePhid_LLM_CNN/src/historical_models/run_10/grok/v1_base_cnn_grok-4-1-fast-reasoning_grok_run2_20260705_122809.py
